================================================================
LOSO Sonnet evaluation — starting 2026-05-15 00:28:58
================================================================
PID: 95627
Working dir: /Users/javencao/Library/CloudStorage/GoogleDrive-jacao@ucsd.edu/My Drive/知识库/MyBrain/projects/ece284-llm-ppg
Python: Python 3.14.0
Est cost: ~$6.48, est time: ~5.9 hours
Output: per-subject results/llm_lambda_loso_sonnet_s{1..12}.json
================================================================


[00:28:58] === Subj 1 START ===
  s1 w0: truth=74, pred=75.0, λ=0.20 err=0.6607929515418505
  s8 w68: truth=150, pred=150.0, λ=1.00 err=0.47219999999998663
  s8 w69: truth=150, pred=150.0, λ=1.00 err=0.0
  s8 w70: truth=150, pred=150.0, λ=1.00 err=0.1577000000000055
  s8 w71: truth=150, pred=90.0, λ=1.00 err=60.0
  s8 w72: truth=150, pred=90.0, λ=1.00 err=60.15809999999999
  s8 w73: truth=150, pred=150.0, λ=1.00 err=0.15809999999999036
  s8 w74: truth=150, pred=150.0, λ=1.00 err=0.3164999999999907
  s8 w75: truth=150, pred=150.0, λ=1.00 err=0.47520000000000095
  s8 w76: truth=151, pred=82.5, λ=1.00 err=68.13419999999999
  s8 w77: truth=151, pred=82.5, λ=1.00 err=68.2937
  s8 w78: truth=150, pred=75.0, λ=1.00 err=75.31649999999999
  s8 w79: truth=150, pred=75.0, λ=1.00 err=74.6849
  s8 w80: truth=149, pred=75.0, λ=1.00 err=73.5923
  s8 w81: truth=147, pred=75.0, λ=1.00 err=72.2107
  s8 w82: truth=146, pred=75.0, λ=1.00 err=70.78829999999999
  s8 w83: truth=144, pred=75.0, λ=1.00 err=68.92320000000001
  s8 w84: truth=143, pred=75.0, λ=1.00 err=67.70609999999999
  s8 w85: truth=142, pred=75.0, λ=1.00 err=66.65790000000001
  s8 w86: truth=141, pred=75.0, λ=1.00 err=66.21340000000001
  s8 w87: truth=141, pred=142.5, λ=1.00 err=1.875
  s8 w88: truth=140, pred=75.0, λ=1.00 err=65.33260000000001
  s8 w89: truth=140, pred=142.5, λ=1.00 err=2.3900999999999897
  s8 w90: truth=139, pred=142.5, λ=1.00 err=3.8962999999999965
  s8 w91: truth=137, pred=135.0, λ=1.00 err=2.3922000000000025
  s8 w92: truth=136, pred=135.0, λ=1.00 err=1.217899999999986
  s8 w93: truth=135, pred=135.0, λ=1.00 err=0.4942000000000064
  s8 w94: truth=135, pred=135.0, λ=1.00 err=0.0636000000000081
  s8 w95: truth=134, pred=135.0, λ=1.00 err=1.3522000000000105
  s8 w96: truth=132, pred=135.0, λ=1.00 err=2.986799999999988
  s8 w97: truth=131, pred=127.5, λ=1.00 err=3.403500000000008
  s8 w98: truth=130, pred=127.5, λ=1.00 err=2.510799999999989
  s8 w99: truth=130, pred=127.5, λ=1.00 err=2.9347999999999956
  s8 w100: truth=131, pred=127.5, λ=1.00 err=3.672799999999995
  s8 w101: truth=132, pred=135.0, λ=1.00 err=3.1319000000000017
  s8 w102: truth=132, pred=135.0, λ=1.00 err=3.2851
  s8 w103: truth=131, pred=75.0, λ=1.00 err=56.30789999999999
  s8 w104: truth=130, pred=75.0, λ=1.00 err=55.434799999999996
  s8 w105: truth=130, pred=127.5, λ=1.00 err=2.4694000000000074
  s8 w106: truth=130, pred=127.5, λ=1.00 err=2.9347999999999956
  s8 w107: truth=131, pred=75.0, λ=1.00 err=55.718999999999994
  s8 w108: truth=132, pred=75.0, λ=1.00 err=56.578900000000004
  s8 w109: truth=133, pred=135.0, λ=1.00 err=2.1096000000000004
  s8 w110: truth=134, pred=135.0, λ=1.00 err=1.0714000000000112
  s8 w111: truth=134, pred=135.0, λ=1.00 err=0.5063000000000102
  s8 w112: truth=135, pred=135.0, λ=1.00 err=0.07939999999999259
  s8 w113: truth=135, pred=135.0, λ=1.00 err=0.3503000000000043
  s8 w114: truth=136, pred=135.0, λ=1.00 err=1.363599999999991
  s8 w115: truth=138, pred=82.5, λ=1.00 err=55.81970000000001
  s8 w116: truth=140, pred=142.5, λ=1.00 err=2.0212999999999965
  s8 w117: truth=142, pred=142.5, λ=1.00 err=0.04189999999999827
  s8 w118: truth=144, pred=142.5, λ=1.00 err=1.2700000000000102
  s8 w119: truth=145, pred=82.5, λ=1.00 err=62.34979999999999
  s8 w120: truth=146, pred=150.0, λ=1.00 err=4.2117000000000075
  s8 w121: truth=146, pred=150.0, λ=1.00 err=3.579199999999986
  s8 w122: truth=146, pred=150.0, λ=1.00 err=4.145299999999992
  s8 w123: truth=144, pred=142.5, λ=1.00 err=1.884999999999991
  s8 w124: truth=141, pred=142.5, λ=1.00 err=1.875
  s8 w125: truth=137, pred=135.0, λ=1.00 err=2.0968000000000018
  s8 w126: truth=134, pred=135.0, λ=1.00 err=1.0714000000000112
  s8 w127: truth=131, pred=135.0, λ=1.00 err=3.6921000000000106
  s8 w128: truth=128, pred=120.0, λ=1.00 err=8.479700000000008
  s8 w129: truth=126, pred=127.5, λ=1.00 err=1.316999999999993
  s8 w130: truth=124, pred=127.5, λ=1.00 err=3.4646999999999935
  s8 w131: truth=123, pred=120.0, λ=1.00 err=3.2202000000000055
  s8 w132: truth=123, pred=120.0, λ=1.00 err=3.0853000000000037
  s8 w133: truth=123, pred=120.0, λ=1.00 err=3.076899999999995
  s8 w134: truth=123, pred=120.0, λ=1.00 err=2.5741000000000014
  s8 w135: truth=122, pred=120.0, λ=1.00 err=2.3242000000000047
  s8 w136: truth=122, pred=120.0, λ=1.00 err=2.149799999999999
  s8 w137: truth=123, pred=120.0, λ=1.00 err=2.816599999999994
  s8 w138: truth=123, pred=120.0, λ=1.00 err=3.2202000000000055
  s8 w139: truth=124, pred=127.5, λ=1.00 err=3.7376000000000005
  s8 w140: truth=124, pred=127.5, λ=1.00 err=3.0531000000000006
  s8 w141: truth=125, pred=127.5, λ=1.00 err=2.3696999999999946
  s8 w142: truth=126, pred=127.5, λ=1.00 err=1.5818000000000012
  s8 w143: truth=127, pred=127.5, λ=1.00 err=0.9176999999999964
  s8 w144: truth=127, pred=127.5, λ=1.00 err=0.515900000000002
  s8 w145: truth=126, pred=127.5, λ=1.00 err=1.0511000000000053
  s8 w146: truth=126, pred=127.5, λ=1.00 err=1.7138000000000062
  s8 w147: truth=125, pred=127.5, λ=1.00 err=2.759900000000002
  s8 w148: truth=123, pred=247.5, λ=1.00 err=124.1701
  s8 w149: truth=121, pred=120.0, λ=1.00 err=1.3592000000000013
  s8 w150: truth=119, pred=120.0, λ=1.00 err=0.8263000000000034
  s8 w151: truth=117, pred=120.0, λ=1.00 err=2.8125
  s8 w152: truth=115, pred=112.5, λ=1.00 err=2.631600000000006
  s8 w153: truth=113, pred=112.5, λ=1.00 err=0.16089999999999804
  s8 w154: truth=111, pred=112.5, λ=1.00 err=1.830299999999994
  s8 w155: truth=109, pred=105.0, λ=1.00 err=4.261200000000002
  s8 w156: truth=108, pred=105.0, λ=1.00 err=2.802899999999994
  s8 w157: truth=108, pred=112.5, λ=1.00 err=4.406899999999993
  s8 w158: truth=108, pred=112.5, λ=1.00 err=4.475300000000004
  s8 w159: truth=107, pred=105.0, λ=1.00 err=2.4972000000000065

=== Summary ===
  160 valid windows
  MAE: 15.12 BPM
  API calls: 0
  Tokens — uncached: 0, cache_write: 0, cache_read: 0, out: 0
  Cache hit rate: 0.0%
  Cost: $0.0000 USD
  Saved → results/llm_lambda_loso_sonnet_s8.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[01:02:35] === Subj 8 DONE (exit 0) ===

[01:02:35] === Subj 9 START ===
  s9 w0: truth=87, pred=82.5, λ=1.00 err=4.005200000000002
  s9 w1: truth=85, pred=82.5, λ=1.00 err=2.9214000000000055
  s9 w2: truth=83, pred=82.5, λ=1.00 err=0.6486000000000018
  s9 w3: truth=80, pred=165.0, λ=1.00 err=84.5471
  s9 w4: truth=77, pred=157.5, λ=1.00 err=80.2689
  s9 w5: truth=76, pred=75.0, λ=1.00 err=1.3575000000000017
  s9 w6: truth=74, pred=150.0, λ=1.00 err=75.7426
  s9 w7: truth=76, pred=75.0, λ=1.00 err=0.6047999999999973
  s9 w8: truth=77, pred=75.0, λ=1.00 err=2.319599999999994
  s9 w9: truth=80, pred=157.5, λ=1.00 err=77.7128
  s9 w10: truth=82, pred=165.0, λ=1.00 err=83.2116
  s9 w11: truth=82, pred=82.5, λ=1.00 err=0.4830000000000041
  s9 w12: truth=82, pred=82.5, λ=1.00 err=0.8007000000000062
  s9 w13: truth=81, pred=82.5, λ=1.00 err=1.4188999999999936
  s9 w14: truth=81, pred=82.5, λ=1.00 err=1.0668000000000006
  s9 w15: truth=82, pred=82.5, λ=1.00 err=0.35320000000000107
  s9 w16: truth=83, pred=82.5, λ=1.00 err=0.8332999999999942
  s9 w17: truth=85, pred=82.5, λ=1.00 err=2.534000000000006
  s9 w18: truth=88, pred=90.0, λ=1.00 err=1.6607999999999947
  s9 w19: truth=91, pred=90.0, λ=1.00 err=0.7591000000000037
  s9 w20: truth=94, pred=90.0, λ=1.00 err=4.240799999999993
  s9 w21: truth=97, pred=97.5, λ=1.00 err=0.41259999999999764
  s9 w22: truth=100, pred=97.5, λ=1.00 err=2.1932999999999936
  s9 w23: truth=102, pred=105.0, λ=1.00 err=2.9591999999999956
  s9 w24: truth=103, pred=105.0, λ=1.00 err=2.1518999999999977
  s9 w25: truth=104, pred=105.0, λ=1.00 err=1.4967999999999932
  s9 w26: truth=104, pred=105.0, λ=1.00 err=0.6102999999999952
  s9 w27: truth=105, pred=105.0, λ=1.00 err=0.04840000000000089
  s9 w28: truth=106, pred=105.0, λ=1.00 err=1.093599999999995
  s9 w29: truth=107, pred=105.0, λ=1.00 err=1.5574000000000012
  s9 w30: truth=107, pred=105.0, λ=1.00 err=2.4972000000000065
  s9 w31: truth=109, pred=105.0, λ=1.00 err=3.8083000000000027
  s9 w32: truth=111, pred=112.5, λ=1.00 err=1.9736999999999938
  s9 w33: truth=112, pred=112.5, λ=1.00 err=0.9166000000000025
  s9 w34: truth=112, pred=112.5, λ=1.00 err=0.6788999999999987
  s9 w35: truth=111, pred=112.5, λ=1.00 err=1.0349999999999966
  s9 w36: truth=111, pred=112.5, λ=1.00 err=1.9557999999999964
  s9 w37: truth=110, pred=112.5, λ=1.00 err=2.6674000000000007
  s9 w38: truth=109, pred=112.5, λ=1.00 err=3.2387999999999977
  s9 w39: truth=109, pred=112.5, λ=1.00 err=3.804299999999998
  s9 w40: truth=109, pred=105.0, λ=1.00 err=3.583200000000005
  s9 w41: truth=109, pred=112.5, λ=1.00 err=3.1950999999999965
  s9 w42: truth=111, pred=112.5, λ=1.00 err=1.9557999999999964
  s9 w43: truth=112, pred=112.5, λ=1.00 err=0.5597000000000065
  s9 w44: truth=113, pred=112.5, λ=1.00 err=0.7686000000000064
  s9 w45: truth=114, pred=112.5, λ=1.00 err=1.6303999999999945
  s9 w46: truth=115, pred=112.5, λ=1.00 err=2.4132000000000033
  s9 w47: truth=115, pred=112.5, λ=1.00 err=2.884600000000006
  s9 w48: truth=116, pred=112.5, λ=1.00 err=3.9080000000000013
  s9 w49: truth=118, pred=120.0, λ=1.00 err=2.287000000000006
  s9 w50: truth=120, pred=120.0, λ=1.00 err=0.19169999999999732
  s9 w51: truth=121, pred=120.0, λ=1.00 err=1.457499999999996
  s9 w52: truth=123, pred=120.0, λ=1.00 err=3.456800000000001
  s9 w53: truth=126, pred=127.5, λ=1.00 err=1.5818000000000012
  s9 w54: truth=129, pred=127.5, λ=1.00 err=1.1174000000000035
  s9 w55: truth=131, pred=127.5, λ=1.00 err=3.218999999999994
  s9 w56: truth=133, pred=135.0, λ=1.00 err=2.0490000000000066
  s9 w57: truth=135, pred=135.0, λ=1.00 err=0.2220000000000084
  s9 w58: truth=137, pred=135.0, λ=1.00 err=1.6559000000000026
  s9 w59: truth=138, pred=82.5, λ=1.00 err=55.5368
  s9 w60: truth=139, pred=82.5, λ=1.00 err=56.69210000000001
  s9 w61: truth=141, pred=142.5, λ=1.00 err=1.875
  s9 w62: truth=142, pred=142.5, λ=1.00 err=0.5441999999999894
  s9 w63: truth=143, pred=142.5, λ=1.00 err=0.508499999999998
  s9 w64: truth=144, pred=142.5, λ=1.00 err=1.2700000000000102
  s9 w65: truth=144, pred=142.5, λ=1.00 err=1.884999999999991
  s9 w66: truth=145, pred=142.5, λ=1.00 err=2.6613000000000113
  s9 w67: truth=146, pred=142.5, λ=1.00 err=3.1311000000000035
  s9 w68: truth=146, pred=142.5, λ=1.00 err=3.8038999999999987
  s9 w69: truth=147, pred=150.0, λ=1.00 err=2.6370000000000005
  s9 w70: truth=148, pred=150.0, λ=1.00 err=1.717000000000013
  s9 w71: truth=149, pred=150.0, λ=1.00 err=1.252600000000001
  s9 w72: truth=149, pred=150.0, λ=1.00 err=0.7853000000000065
  s9 w73: truth=149, pred=150.0, λ=1.00 err=0.9413999999999874
  s9 w74: truth=149, pred=150.0, λ=1.00 err=1.0971999999999866
  s9 w75: truth=149, pred=150.0, λ=1.00 err=1.4077000000000055
  s9 w76: truth=148, pred=150.0, λ=1.00 err=1.5625
  s9 w77: truth=148, pred=75.0, λ=1.00 err=73.12889999999999
  s9 w78: truth=148, pred=75.0, λ=1.00 err=72.82159999999999
  s9 w79: truth=148, pred=30.0, λ=1.00 err=117.541
  s9 w80: truth=147, pred=150.0, λ=1.00 err=2.7807999999999993
  s9 w81: truth=147, pred=150.0, λ=1.00 err=3.420199999999994
  s9 w82: truth=146, pred=150.0, λ=1.00 err=4.054100000000005
  s9 w83: truth=145, pred=67.5, λ=1.00 err=77.66130000000001
  s9 w84: truth=144, pred=75.0, λ=1.00 err=69.3769
  s9 w85: truth=143, pred=75.0, λ=1.00 err=68.31209999999999
  s9 w86: truth=141, pred=75.0, λ=1.00 err=66.3613
  s9 w87: truth=139, pred=135.0, λ=1.00 err=4.192100000000011
  s9 w88: truth=137, pred=135.0, λ=1.00 err=1.8026000000000124
  s9 w89: truth=136, pred=135.0, λ=1.00 err=0.7827000000000055
  s9 w90: truth=135, pred=135.0, λ=1.00 err=0.206799999999987
  s9 w91: truth=135, pred=135.0, λ=1.00 err=0.0636000000000081
  s9 w92: truth=135, pred=135.0, λ=1.00 err=0.2220000000000084
  s9 w93: truth=134, pred=135.0, λ=1.00 err=0.6480999999999995
  s9 w94: truth=134, pred=135.0, λ=1.00 err=0.7895000000000039
  s9 w95: truth=134, pred=135.0, λ=1.00 err=0.7895000000000039
  s9 w96: truth=134, pred=135.0, λ=1.00 err=0.9305999999999983
  s9 w97: truth=134, pred=135.0, λ=1.00 err=1.4920999999999935
  s9 w98: truth=133, pred=135.0, λ=1.00 err=2.0490000000000066
  s9 w99: truth=133, pred=135.0, λ=1.00 err=2.463600000000014
  s9 w100: truth=132, pred=135.0, λ=1.00 err=2.841399999999993
  s9 w101: truth=131, pred=135.0, λ=1.00 err=3.827200000000005
  s9 w102: truth=130, pred=127.5, λ=1.00 err=2.2297000000000082
  s9 w103: truth=129, pred=127.5, λ=1.00 err=1.5322999999999922
  s9 w104: truth=129, pred=127.5, λ=1.00 err=1.1579000000000121
  s9 w105: truth=129, pred=127.5, λ=1.00 err=1.8103000000000122
  s9 w106: truth=130, pred=127.5, λ=1.00 err=2.2297000000000082
  s9 w107: truth=130, pred=127.5, λ=1.00 err=2.2050000000000125
  s9 w108: truth=130, pred=127.5, λ=1.00 err=2.2297000000000082
  s9 w109: truth=130, pred=127.5, λ=1.00 err=2.2297000000000082
  s9 w110: truth=131, pred=127.5, λ=1.00 err=3.269200000000012
  s9 w111: truth=132, pred=135.0, λ=1.00 err=2.841399999999993
  s9 w112: truth=133, pred=135.0, λ=1.00 err=1.6317999999999984
  s9 w113: truth=135, pred=135.0, λ=1.00 err=0.2220000000000084
  s9 w114: truth=137, pred=135.0, λ=1.00 err=1.6559000000000026
  s9 w115: truth=138, pred=135.0, λ=1.00 err=3.0367999999999995
  s9 w116: truth=140, pred=142.5, λ=1.00 err=2.850500000000011
  s9 w117: truth=141, pred=142.5, λ=1.00 err=1.7283999999999935
  s9 w118: truth=142, pred=142.5, λ=1.00 err=0.24500000000000455
  s9 w119: truth=143, pred=142.5, λ=1.00 err=0.508499999999998
  s9 w120: truth=143, pred=142.5, λ=1.00 err=0.6600999999999999
  s9 w121: truth=143, pred=142.5, λ=1.00 err=0.508499999999998
  s9 w122: truth=143, pred=142.5, λ=1.00 err=0.508499999999998
  s9 w123: truth=143, pred=142.5, λ=1.00 err=0.9644000000000119
  s9 w124: truth=144, pred=142.5, λ=1.00 err=1.730799999999988
  s9 w125: truth=145, pred=142.5, λ=1.00 err=2.6119999999999948
  s9 w126: truth=146, pred=142.5, λ=1.00 err=3.8038999999999987
  s9 w127: truth=147, pred=150.0, λ=1.00 err=2.941200000000009
  s9 w128: truth=148, pred=150.0, λ=1.00 err=1.8112000000000137
  s9 w129: truth=149, pred=150.0, λ=1.00 err=0.8286999999999978
  s9 w130: truth=151, pred=150.0, λ=1.00 err=1.0574000000000012
  s9 w131: truth=150, pred=150.0, λ=1.00 err=0.4514000000000067
  s9 w132: truth=151, pred=150.0, λ=1.00 err=0.7538000000000125
  s9 w133: truth=151, pred=150.0, λ=1.00 err=0.9533999999999878
  s9 w134: truth=151, pred=150.0, λ=1.00 err=0.9533999999999878
  s9 w135: truth=151, pred=150.0, λ=1.00 err=1.2738999999999976
  s9 w136: truth=151, pred=82.5, λ=1.00 err=68.2937
  s9 w137: truth=151, pred=75.0, λ=1.00 err=75.7937
  s9 w138: truth=150, pred=75.0, λ=1.00 err=75.31649999999999
  s9 w139: truth=150, pred=150.0, λ=1.00 err=0.15809999999999036
  s9 w140: truth=149, pred=150.0, λ=1.00 err=0.7853000000000065
  s9 w141: truth=148, pred=150.0, λ=1.00 err=1.8711000000000126
  s9 w142: truth=146, pred=150.0, λ=1.00 err=3.579199999999986
  s9 w143: truth=144, pred=142.5, λ=1.00 err=1.730799999999988
  s9 w144: truth=142, pred=142.5, λ=1.00 err=0.3947000000000003
  s9 w145: truth=141, pred=142.5, λ=1.00 err=1.926700000000011
  s9 w146: truth=140, pred=142.5, λ=1.00 err=2.8930000000000007
  s9 w147: truth=139, pred=135.0, λ=1.00 err=3.586999999999989
  s9 w148: truth=137, pred=135.0, λ=1.00 err=1.6559000000000026

=== Summary ===
  149 valid windows
  MAE: 10.15 BPM
  API calls: 0
  Tokens — uncached: 0, cache_write: 0, cache_read: 0, out: 0
  Cache hit rate: 0.0%
  Cost: $0.0000 USD
  Saved → results/llm_lambda_loso_sonnet_s9.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[01:03:06] === Subj 9 DONE (exit 0) ===

[01:03:06] === Subj 10 START ===
  s10 w0: truth=123, pred=105.0, λ=1.00 err=18.490700000000004
  s10 w1: truth=128, pred=67.5, λ=1.00 err=60.431799999999996
  s10 w2: truth=130, pred=30.0, λ=1.00 err=100.29320000000001
  s10 w3: truth=132, pred=135.0, λ=1.00 err=3.2851
  s10 w4: truth=132, pred=135.0, λ=1.00 err=2.738599999999991
  s10 w5: truth=132, pred=135.0, λ=1.00 err=2.5497000000000014
  s10 w6: truth=131, pred=135.0, λ=1.00 err=3.5567000000000064
  s10 w7: truth=130, pred=127.5, λ=1.00 err=2.08959999999999
  s10 w8: truth=128, pred=127.5, λ=1.00 err=0.8421999999999912
  s10 w9: truth=126, pred=127.5, λ=1.00 err=1.5818000000000012
  s10 w10: truth=124, pred=127.5, λ=1.00 err=3.4646999999999935
  s10 w11: truth=122, pred=120.0, λ=1.00 err=2.415700000000001
  s10 w12: truth=121, pred=120.0, λ=1.00 err=1.3592000000000013
  s10 w13: truth=122, pred=67.5, λ=1.00 err=54.517399999999995
  s10 w14: truth=123, pred=30.0, λ=1.00 err=93.3299
  s10 w15: truth=126, pred=75.0, λ=1.00 err=50.6545
  s10 w16: truth=129, pred=75.0, λ=1.00 err=54.04859999999999
  s10 w17: truth=132, pred=82.5, λ=1.00 err=49.76140000000001
  s10 w18: truth=137, pred=82.5, λ=1.00 err=54.5968
  s10 w19: truth=141, pred=82.5, λ=1.00 err=58.71340000000001
  s10 w20: truth=145, pred=82.5, λ=1.00 err=62.817499999999995
  s10 w21: truth=149, pred=90.0, λ=1.00 err=58.7474
  s10 w22: truth=152, pred=90.0, λ=1.00 err=62.24359999999999
  s10 w23: truth=155, pred=82.5, λ=1.00 err=72.05529999999999
  s10 w24: truth=156, pred=82.5, λ=1.00 err=73.75
  s10 w25: truth=157, pred=82.5, λ=1.00 err=74.7327
  s10 w26: truth=158, pred=82.5, λ=1.00 err=75.06299999999999
  s10 w27: truth=158, pred=82.5, λ=1.00 err=75.8949
  s10 w28: truth=157, pred=82.5, λ=1.00 err=74.40379999999999
  s10 w29: truth=156, pred=82.5, λ=1.00 err=73.1017
  s10 w30: truth=154, pred=82.5, λ=1.00 err=71.97989999999999
  s10 w31: truth=154, pred=82.5, λ=1.00 err=71.2217
  s10 w32: truth=154, pred=82.5, λ=1.00 err=71.3877
  s10 w33: truth=154, pred=82.5, λ=1.00 err=71.8879
  s10 w34: truth=155, pred=82.5, λ=1.00 err=72.2988
  s10 w35: truth=155, pred=82.5, λ=1.00 err=72.4587
  s10 w36: truth=154, pred=82.5, λ=1.00 err=71.97989999999999
  s10 w37: truth=154, pred=82.5, λ=1.00 err=71.34620000000001
  s10 w38: truth=153, pred=82.5, λ=1.00 err=70.72579999999999
  s10 w39: truth=153, pred=82.5, λ=1.00 err=70.72579999999999
  s10 w40: truth=153, pred=82.5, λ=1.00 err=70.89070000000001
  s10 w41: truth=154, pred=82.5, λ=1.00 err=71.5541
  s10 w42: truth=155, pred=82.5, λ=1.00 err=72.4587
  s10 w43: truth=156, pred=82.5, λ=1.00 err=73.1017
  s10 w44: truth=157, pred=82.5, λ=1.00 err=74.56809999999999
  s10 w45: truth=158, pred=82.5, λ=1.00 err=75.79150000000001
  s10 w46: truth=159, pred=82.5, λ=1.00 err=76.3983
  s10 w47: truth=160, pred=82.5, λ=1.00 err=77.24440000000001
  s10 w48: truth=161, pred=82.5, λ=1.00 err=78.21430000000001
  s10 w49: truth=161, pred=90.0, λ=1.00 err=71.4639
  s10 w50: truth=163, pred=90.0, λ=1.00 err=72.5387
  s10 w51: truth=163, pred=90.0, λ=1.00 err=73.3817
  s10 w52: truth=165, pred=90.0, λ=1.00 err=74.749
  s10 w53: truth=166, pred=90.0, λ=1.00 err=76.31469999999999
  s10 w54: truth=168, pred=90.0, λ=1.00 err=77.91040000000001
  s10 w55: truth=169, pred=97.5, λ=1.00 err=71.73079999999999
  s10 w56: truth=170, pred=97.5, λ=1.00 err=72.5864
  s10 w57: truth=170, pred=97.5, λ=1.00 err=72.60310000000001
  s10 w58: truth=170, pred=90.0, λ=1.00 err=80.10310000000001
  s10 w59: truth=170, pred=90.0, λ=1.00 err=79.90289999999999
  s10 w60: truth=170, pred=97.5, λ=1.00 err=72.0786
  s10 w61: truth=169, pred=90.0, λ=1.00 err=79.0574
  s10 w62: truth=168, pred=90.0, λ=1.00 err=78.26920000000001
  s10 w63: truth=168, pred=90.0, λ=1.00 err=78.19569999999999
  s10 w64: truth=168, pred=90.0, λ=1.00 err=77.91040000000001
  s10 w65: truth=168, pred=90.0, λ=1.00 err=77.91040000000001
  s10 w66: truth=168, pred=90.0, λ=1.00 err=77.8535
  s10 w67: truth=168, pred=90.0, λ=1.00 err=78.08959999999999
  s10 w68: truth=168, pred=90.0, λ=1.00 err=78.02440000000001
  s10 w69: truth=168, pred=90.0, λ=1.00 err=78.26920000000001
  s10 w70: truth=168, pred=90.0, λ=1.00 err=78.26920000000001
  s10 w71: truth=168, pred=90.0, λ=1.00 err=78.3673
  s10 w72: truth=168, pred=90.0, λ=1.00 err=78.26920000000001
  s10 w73: truth=169, pred=90.0, λ=1.00 err=78.71170000000001
  s10 w74: truth=169, pred=90.0, λ=1.00 err=79.0574
  s10 w75: truth=169, pred=90.0, λ=1.00 err=79.35480000000001
  s10 w76: truth=169, pred=82.5, λ=1.00 err=86.90450000000001
  s10 w77: truth=169, pred=82.5, λ=1.00 err=86.73079999999999
  s10 w78: truth=169, pred=82.5, λ=1.00 err=86.12960000000001
  s10 w79: truth=168, pred=82.5, λ=1.00 err=85.3535
  s10 w80: truth=167, pred=82.5, λ=1.00 err=84.16669999999999
  s10 w81: truth=165, pred=165.0, λ=1.00 err=0.07849999999999113
  s10 w82: truth=163, pred=165.0, λ=1.00 err=1.618300000000005
  s10 w83: truth=162, pred=165.0, λ=1.00 err=2.837799999999987
  s10 w84: truth=160, pred=165.0, λ=1.00 err=4.776199999999989
  s10 w85: truth=159, pred=165.0, λ=1.00 err=5.7642999999999915
  s10 w86: truth=159, pred=150.0, λ=1.00 err=9.0668
  s10 w87: truth=160, pred=165.0, λ=1.00 err=5.101499999999987
  s10 w88: truth=162, pred=165.0, λ=1.00 err=3.1877000000000066
  s10 w89: truth=163, pred=165.0, λ=1.00 err=2.4612999999999943
  s10 w90: truth=162, pred=165.0, λ=1.00 err=2.6288999999999874
  s10 w91: truth=162, pred=75.0, λ=1.00 err=86.6379
  s10 w92: truth=162, pred=75.0, λ=1.00 err=86.5385
  s10 w93: truth=161, pred=75.0, λ=1.00 err=86.1171
  s10 w94: truth=160, pred=75.0, λ=1.00 err=85.25640000000001
  s10 w95: truth=159, pred=75.0, λ=1.00 err=84.2518
  s10 w96: truth=158, pred=75.0, λ=1.00 err=82.8947
  s10 w97: truth=158, pred=82.5, λ=1.00 err=75.06299999999999
  s10 w98: truth=159, pred=82.5, λ=1.00 err=76.91300000000001
  s10 w99: truth=159, pred=82.5, λ=1.00 err=76.9049
  s10 w100: truth=160, pred=75.0, λ=1.00 err=85.25640000000001
  s10 w101: truth=161, pred=75.0, λ=1.00 err=86.37299999999999
  s10 w102: truth=162, pred=75.0, λ=1.00 err=87.2039
  s10 w103: truth=163, pred=82.5, λ=1.00 err=80.7124
  s10 w104: truth=164, pred=82.5, λ=1.00 err=81.7336
  s10 w105: truth=165, pred=82.5, λ=1.00 err=82.76759999999999
  s10 w106: truth=166, pred=82.5, λ=1.00 err=83.11510000000001
  s10 w107: truth=166, pred=82.5, λ=1.00 err=83.81469999999999
  s10 w108: truth=166, pred=82.5, λ=1.00 err=83.81469999999999
  s10 w109: truth=167, pred=82.5, λ=1.00 err=84.3432
  s10 w110: truth=168, pred=82.5, λ=1.00 err=85.18289999999999
  s10 w111: truth=168, pred=82.5, λ=1.00 err=85.94919999999999
  s10 w112: truth=170, pred=82.5, λ=1.00 err=87.0786
  s10 w113: truth=171, pred=82.5, λ=1.00 err=88.4845
  s10 w114: truth=172, pred=90.0, λ=1.00 err=82.2338
  s10 w115: truth=173, pred=90.0, λ=1.00 err=82.95599999999999
  s10 w116: truth=174, pred=90.0, λ=1.00 err=83.6842
  s10 w117: truth=175, pred=90.0, λ=1.00 err=84.60319999999999
  s10 w118: truth=175, pred=90.0, λ=1.00 err=85.1592
  s10 w119: truth=176, pred=90.0, λ=1.00 err=85.6619
  s10 w120: truth=176, pred=90.0, λ=1.00 err=86.2002
  s10 w121: truth=176, pred=90.0, λ=1.00 err=86.38040000000001
  s10 w122: truth=176, pred=90.0, λ=1.00 err=86.28210000000001
  s10 w123: truth=176, pred=90.0, λ=1.00 err=86.47059999999999
  s10 w124: truth=176, pred=90.0, λ=1.00 err=86.28210000000001
  s10 w125: truth=176, pred=90.0, λ=1.00 err=86.28210000000001
  s10 w126: truth=176, pred=90.0, λ=1.00 err=86.38040000000001
  s10 w127: truth=177, pred=90.0, λ=1.00 err=86.5609
  s10 w128: truth=177, pred=90.0, λ=1.00 err=86.74180000000001
  s10 w129: truth=176, pred=90.0, λ=1.00 err=86.38040000000001
  s10 w130: truth=176, pred=90.0, λ=1.00 err=85.71879999999999
